问题发生时间,平台名称,所在地区,上线时间,出问题原因
2017-01-09,五A贷,上海市,2014-07-07,平台失联
2017-01-09,米牛网,浙江省杭州市,2014-09-08,暂停运营
2017-01-09,仁建财富,其他其他,--,平台失联
2017-01-05,巧巧财富,安徽省合肥市,2015-09-28,平台失联
2017-01-05,安企金融,安徽省合肥市,2014-09-20,暂停运营
2017-01-05,微贷通,广东省深圳市,2013-11-13,提现困难
2017-01-05,滨泰资本,山东省滨州市,2016-03-10,平台失联
2017-01-05,拓米金融,江苏省南京市,2016-06-19,暂停运营
2017-01-05,金鞍理财,山东省青岛市,--,平台失联
2017-01-05,金喜网,上海市静安区,2016-07-27,提现困难
2017-01-04,源海金服,广东省深圳市,2016-09-20,提现困难
2017-01-04,珠宝e贷,北京市,2015-08-20,提现困难
2017-01-01,遇财网,广东省深圳市,2015-04-22,暂停运营
2016-12-31,高兴贷,山东省烟台市,2015-08-08,平台失联
2016-12-31,靠谱投资,吉林省长春市,2015-07-04,平台失联
2016-12-31,抱团贷,河南省郑州市,2015-01-12,平台失联
2016-12-31,投资啦,北京市东城区,2014-06-28,暂停运营
2016-12-31,360贷贷网,云南省昆明市,2014-03-15,提现困难
2016-12-31,信诚金服,北京市,2013-03-13,平台失联
2016-12-31,金银富,江苏省苏州市,2015-11-26,平台失联
2016-12-31,飞腾财富,山东省淄博市,--,暂停运营
2016-12-31,理融宝,安徽省合肥市,2015-05-10,平台失联
2016-12-30,人人操盘,北京市东城区,2015-07-01,平台失联
2016-12-28,恒运坤城,山东省青岛市,--,暂停运营
2016-12-28,融通聚富,广东省深圳市,2015-12-03,平台失联
2016-12-28,每每贷,广东省深圳市,--,平台失联
2016-12-28,金沙e贷,江苏省其他,--,暂停运营
2016-12-28,盛世汇海,北京市,--,平台失联
2016-12-28,金鼎和财富,广东省深圳市,--,平台失联
2016-12-28,天天融,云南省昆明市,2014-08-26,平台失联
2016-12-28,中金普惠,广东省深圳市,2014-10-26,平台失联
2016-12-28,金金宝,重庆市,2014-10-17,平台失联
2016-12-28,信任时贷,上海市黄浦区,2014-07-10,平台失联
2016-12-28,优品贷,北京市,2014-03-12,平台失联
2016-12-28,甬人贷,浙江省宁波市,2015-04-13,暂停运营
2016-12-28,甬佳贷,浙江省宁波市,2014-02-07,平台失联
2016-12-28,融金贷,北京市,2014-03-20,平台失联
2016-12-28,融美网,山东省青岛市,2014-12-09,平台失联
2016-12-28,如意金金融/如意金理财,广东省深圳市,--,平台失联
2016-12-28,瑞驰资本,山东省济宁市,2015-04-30,平台失联
2016-12-28,稳得利,广西南宁市,2015-07-09,平台失联
2016-12-28,银海颐乐,湖北省武汉市,2016-01-01,平台失联
2016-12-28,飞钱基金,河北省石家庄市,2014-11-06,暂停运营
2016-12-28,绿之蓝,安徽省合肥市,2015-04-30,平台失联
2016-12-28,宜帮金融,浙江省杭州市,2015-11-11,平台失联
2016-12-28,安民金融,上海市黄浦区,2016-04-19,暂停运营
2016-12-28,典融金融,上海市,2014-12-24,平台失联
2016-12-28,深鹏金服,北京市,2014-10-01,提现困难
2016-12-28,迁安金融,河北省唐山市,--,平台失联
2016-12-28,银翼投资,陕西省西安市,--,平台失联
2016-12-28,西润投资,云南省昆明市,--,平台失联
2016-12-28,阳光富道,河南省平顶山市,2015-11-18,暂停运营
2016-12-28,壹拍贷,上海市,--,平台失联
2016-12-27,玉兔贷,上海市,2014-10-22,平台失联
2016-12-27,网交所,上海市,2015-02-10,平台失联
2016-12-27,嘉友易贷,山东省济南市,--,平台失联
2016-12-27,有米行,北京市,2014-03-18,平台失联
2016-12-27,友易贷,福建省福州市,2014-01-14,平台失联
2016-12-27,优区贷,江苏省徐州市,2013-05-20,平台失联
2016-12-27,车友易贷,山东省东营市,--,暂停运营
2016-12-27,兴励投资,上海市,--,平台失联
2016-12-27,恭黎融信,上海市,--,平台失联
2016-12-22,纵盈理财,浙江省杭州市,2015-05-18,暂停运营
2016-12-22,新薪贷,浙江省杭州市,2015-07-13,平台失联
2016-12-22,洛商贷,河南省洛阳市,2014-11-13,平台失联
2016-12-22,贷运来,江苏省无锡市,2013-09-23,平台失联
2016-12-22,得易宝,山东省泰安市,2015-05-11,平台失联
2016-12-22,森金宝,江苏省苏州市,--,平台失联
2016-12-22,财投宝,北京市,2011-05-25,平台失联
2016-12-22,德誉P2P,上海市,2014-06-03,平台失联
2016-12-22,德金所,河南省郑州市,2015-11-09,平台失联
2016-12-21,珠宝盒子,山东省青岛市,2015-08-08,暂停运营
2016-12-21,同城人人贷,广西南宁市,2013-12-01,警方介入
2016-12-20,万金在线,河南省郑州市,--,平台失联
2016-12-20,鑫翼翔投资,北京市,--,平台失联
2016-12-20,复博金融,上海市黄浦区,--,平台失联
2016-12-20,汉融网,北京市,2015-06-12,平台失联
2016-12-20,投趣网,北京市,2014-01-06,平台失联
2016-12-20,融生在线,浙江省温州市,2015-11-02,平台失联
2016-12-20,E湘资本,湖南省永州市,2015-05-06,暂停运营
2016-12-19,创亿财富,山东省滨州市,2015-02-04,平台失联
2016-12-19,爱互融,四川省成都市,2014-11-05,平台失联
2016-12-19,爱帮贷,河北省石家庄市,2015-06-15,平台失联
2016-12-19,加多贷,福建省厦门市,2015-10-01,暂停运营
2016-12-19,金享财行,上海市,2013-12-30,提现困难
2016-12-18,八哥理财,北京市,2015-09-11,平台失联
2016-12-18,汇陵金融,江苏省南京市,2015-03-07,平台失联
2016-12-18,宝玉金融超市,广东省深圳市,2013-11-20,平台失联
2016-12-18,布袋资产,浙江省杭州市,2015-08-05,平台失联
2016-12-18,哈哈金服,江苏省盐城市,2015-11-06,平台失联
2016-12-18,飞翼聚,贵州省遵义市,2015-07-10,平台失联
2016-12-18,汇金行,山东省临沂市,2015-04-18,平台失联
2016-12-17,贷贷富,河南省郑州市,2014-09-22,平台失联
2016-12-17,滴滴投资网,上海市,2014-08-01,平台失联
2016-12-17,中赢投,北京市,2015-10-08,平台失联
2016-12-17,点金盒,广东省深圳市,2015-04-22,平台失联
2016-12-17,拓普财富,广西南宁市,--,平台失联
2016-12-17,亿惠金融,北京市,2015-12-16,平台失联
2016-12-17,e贷e禄,河北省石家庄市,2015-09-09,平台失联
2016-12-17,德壹金融,广东省深圳市,2016-04-12,平台失联
2016-12-17,丰益贷,广东省深圳市,2015-06-22,平台失联
2016-12-15,易小贷,山东省济宁市,2014-09-14,暂停运营
2016-12-14,医融贷,广东省深圳市,2015-02-26,平台失联
2016-12-14,壹金所,河南省郑州市,2014-12-01,平台失联
2016-12-14,银港在线,广东省广州市,2014-12-11,平台失联
2016-12-14,艺投金融,北京市,2014-12-24,平台失联
2016-12-14,蚂蚁兄弟,福建省厦门市,2015-04-13,平台失联
2016-12-14,银嘉在线,湖南省长沙市,2015-03-16,平台失联
2016-12-14,众合投资,河北省保定市,2014-11-28,平台失联
2016-12-14,沾喜袋,上海市,2016-05-02,平台失联
2016-12-14,致富贷,广东省深圳市,2015-04-18,平台失联
2016-12-14,银联融投,河北省石家庄市,2015-04-15,平台失联
2016-12-14,智汇贷,福建省福州市,2015-06-01,平台失联
2016-12-14,粮食贷,黑龙江大庆市,2015-02-14,平台失联
2016-12-14,中国G2P,上海市,2015-12-25,平台失联
2016-12-14,掌道财富,重庆市万州区,2015-11-11,平台失联
2016-12-14,豆豆分期,安徽省芜湖市,--,平台失联
2016-12-14,大象创业投资,广东省深圳市,--,平台失联
2016-12-14,积金汇,广东省深圳市,2015-11-11,平台失联
2016-12-14,明志财富,广东省深圳市,2015-10-08,平台失联
2016-12-14,金山富,安徽省铜陵市,2016-03-10,平台失联
2016-12-13,硕丰财富,河北省廊坊市,2015-04-07,暂停运营
2016-12-13,译汇财富,浙江省宁波市,2014-10-28,平台失联
2016-12-13,宇金源财富,山东省滨州市,2015-04-08,暂停运营
2016-12-13,智富大管家,广东省深圳市,2015-02-04,暂停运营
2016-12-13,来鑫财富,浙江省宁波市,2015-04-08,暂停运营
2016-12-13,钱潮网,北京市,2014-09-17,平台失联
2016-12-13,京津信贷,天津市,2015-08-25,平台失联
2016-12-13,民旺金盒,浙江省宁波市,2016-05-09,平台失联
2016-12-13,仁庆投资,江苏省南京市,2016-05-14,平台失联
2016-12-13,欣鼎金融,广东省佛山市,2016-01-05,平台失联
2016-12-13,富通财富,山东省青岛市,2015-04-16,平台失联
2016-12-13,竹亿财富,浙江省湖州市,2014-10-25,平台失联
2016-12-11,聚赢金服,北京市,2015-06-20,平台失联
2016-12-11,金谷网盈,福建省厦门市,2013-12-12,平台失联
2016-12-11,金车贷,浙江省杭州市,2014-09-24,平台失联
2016-12-11,金硕果,广东省深圳市,2015-01-31,平台失联
2016-12-11,亚太融资网,北京市,2014-02-20,平台失联
2016-12-11,金府通,四川省成都市,2015-11-09,平台失联
2016-12-11,进化互联,四川省成都市,2015-08-13,平台失联
2016-12-11,享福宝,河北省石家庄市,2015-09-09,平台失联
2016-12-11,金砖普惠,上海市,2015-08-08,平台失联
2016-12-11,昌泰运金融,广东省深圳市,--,平台失联
2016-12-11,领财网,江苏省苏州市,--,平台失联
2016-12-11,永拓投资,黑龙江哈尔滨市,2016-03-16,平台失联
2016-12-11,贝格富,江苏省苏州市,2015-06-01,平台失联
2016-12-11,小蚂蚁微贷,浙江省宁波市,2015-11-26,平台失联
2016-12-11,吉来宝,广东省深圳市,2015-11-11,平台失联
2016-12-11,广阔创投,浙江省杭州市,2015-09-10,平台失联
2016-12-11,明珠e贷,安徽省合肥市,2015-12-16,平台失联
2016-12-11,港投创本,山东省日照市,2016-01-05,平台失联
2016-12-08,盛腾财富,浙江省宁波市,2015-03-20,平台失联
2016-12-08,铭人普惠,河南省新乡市,2015-06-01,平台失联
2016-12-08,365天天利,北京市,2015-03-10,平台失联
2016-12-08,微金聚,河南省郑州市,2015-05-18,平台失联
2016-12-08,泽生金融,浙江省丽水市,2015-04-18,平台失联
2016-12-08,虔诚贷,江西省赣州市,2014-12-31,平台失联
2016-12-08,太安全,山东省泰安市,2015-05-28,平台失联
2016-12-08,万佳金融,山东省菏泽市,2015-03-27,平台失联
2016-12-08,信诺普惠,新疆乌鲁木齐市,2015-04-17,暂停运营
2016-12-08,菜苗金融,上海市,2014-12-29,平台失联
2016-12-08,家合资本,天津市,2015-05-23,平台失联
2016-12-07,欢乐贷,河南省开封市,2014-07-21,平台失联
2016-12-07,利安贷,贵州省贵阳市,2014-10-27,平台失联
2016-12-07,金辉投资,河北省唐山市,2016-08-01,平台失联
2016-12-07,瑞银宝,广东省深圳市,--,平台失联
2016-12-06,钱斗贷,广东省深圳市,2015-12-07,暂停运营
2016-12-02,瀚翔e家,浙江省宁波市,2015-06-01,提现困难
2016-12-02,108贷,广东省深圳市,2015-02-26,平台失联
2016-12-02,泓信在线,浙江省宁波市,2015-12-20,暂停运营
2016-12-01,大丰号,重庆市万州区,2014-11-13,暂停运营
2016-12-01,麟鑫贷,陕西省榆林市,2014-12-01,平台失联
2016-12-01,放心e贷,湖北省武汉市,2013-07-03,平台失联
2016-12-01,易友贷,江苏省无锡市,2014-03-20,暂停运营
2016-12-01,易融财富,广东省深圳市,2016-03-02,暂停运营
2016-12-01,量子贷,陕西省西安市,2014-06-11,暂停运营
2016-12-01,天玺金融,北京市,2015-05-09,平台失联
2016-11-29,润通财富,浙江省杭州市,--,提现困难
2016-11-29,薪满意融,江苏省苏州市,--,平台失联
2016-11-25,富瑞通,福建省泉州市,2013-08-12,暂停运营
2016-11-25,佰富行,江苏省南京市,2014-02-10,平台失联
2016-11-25,豪泰网贷,山东省济宁市,2015-04-23,暂停运营
2016-11-25,网银贷,广东省深圳市,2014-08-20,平台失联
2016-11-24,全资本,北京市东城区,2014-07-16,暂停运营
2016-11-24,保理贷,浙江省宁波市,2015-06-01,平台失联
2016-11-23,时风港,北京市,2013-06-20,平台失联
2016-11-23,住永金融,上海市,2014-09-16,平台失联
2016-11-23,深贷通,广东省深圳市,2014-12-21,平台失联
2016-11-23,欧拉宝,上海市,2015-03-25,平台失联
2016-11-23,鼎信投资,北京市,2009-01-08,平台失联
2016-11-23,亚丰金融,湖北省武汉市,2015-10-15,平台失联
2016-11-23,远古时代,山西省太原市,2015-12-15,平台失联
2016-11-23,甬红财富,上海市,2015-12-28,平台失联
2016-11-23,互创投资,广东省深圳市,2009-10-09,平台失联
2016-11-23,新产业投资,广东省深圳市,2009-10-09,平台失联
2016-11-23,日日薪,辽宁省大连市,2015-10-01,平台失联
2016-11-23,精理财,上海市,2016-01-19,平台失联
2016-11-23,辽宁鼎信投资,辽宁省锦州市,2015-03-30,暂停运营
2016-11-21,山水聚宝,广东省深圳市,2014-10-24,警方介入
2016-11-21,泓然资本,浙江省杭州市,2013-10-31,暂停运营
2016-11-20,惠农贷,吉林省长春市,2015-03-13,暂停运营
2016-11-20,国宝投资,山东省枣庄市,2014-10-16,暂停运营
2016-11-20,圆创贷,福建省泉州市,2014-11-16,暂停运营
2016-11-20,三只小羊,江苏省其他,2015-08-01,平台失联
2016-11-20,旭晟金融,湖北省武汉市,2015-04-08,平台失联
2016-11-20,金猪儿,四川省成都市,2015-09-23,平台失联
2016-11-20,小麦在线,山东省济南市,2016-09-07,平台失联
2016-11-20,民航易融,上海市,2015-12-03,平台失联
2016-11-20,融易发财富,山东省潍坊市,2015-12-03,暂停运营
2016-11-20,华信在线,湖北省武汉市,2014-05-06,平台失联
2016-11-20,融金信投资,四川省成都市,2015-12-03,平台失联
2016-11-18,星期二投资网,河北省石家庄市,2014-10-31,暂停运营
2016-11-18,巴菲贷,江西省赣州市,2014-05-17,暂停运营
2016-11-18,时飞科技,北京市,2015-04-28,平台失联
2016-11-18,德缘理财,广东省广州市,2015-02-17,平台失联
2016-11-17,聚创众筹,山东省济南市,2015-11-01,平台失联
2016-11-16,旺富宝,安徽省合肥市,2016-07-12,跑路平台
2016-11-16,隆筹金融,上海市黄浦区,2015-02-14,暂停运营
2016-11-15,万度财富,山东省济南市,2016-01-14,平台失联
2016-11-15,银保车贷,浙江省宁波市,2015-09-27,暂停运营
2016-11-15,金蝌蚪理财,福建省厦门市,2014-09-25,平台失联
2016-11-15,投贷宝,北京市,2014-08-29,平台失联
2016-11-15,京城贷,北京市,2013-11-02,平台失联
2016-11-14,贡和金融,北京市东城区,2013-03-20,平台失联
2016-11-14,银联网贷,江苏省镇江市,2014-11-16,平台失联
2016-11-14,商鼎贷,上海市,2015-04-02,平台失联
2016-11-14,土圭垚财富,上海市,2015-07-10,平台失联
2016-11-14,珺源财富,山东省济南市,2015-07-13,平台失联
2016-11-14,金金财富,江苏省连云港市,2015-01-01,平台失联
2016-11-14,星宁创投,安徽省合肥市,2015-07-28,平台失联
2016-11-14,家和财富,山东省威海市,2015-05-16,平台失联
2016-11-09,祥融典当,上海市,--,平台失联
2016-11-09,信融创投,山东省滨州市,--,跑路平台
2016-11-09,六六投资,北京市东城区,2014-12-10,暂停运营
2016-11-08,奕盈贷,河北省保定市,2015-04-08,暂停运营
2016-11-07,车融资,北京市东城区,2014-03-12,提现困难
2016-11-04,骑士贷,北京市东城区,2014-09-02,暂停运营
2016-11-04,投宝金融,安徽省合肥市,2014-08-26,提现困难
2016-11-03,金维思,广东省广州市,2014-11-08,提现困难
2016-11-01,古德金融,广东省东莞市,2015-04-01,暂停运营
2016-10-31,昊融投资/好融中国,广东省深圳市,--,平台失联
2016-10-31,中天理财,北京市,--,平台失联
2016-10-31,泰赢投资,广东省深圳市,--,平台失联
2016-10-31,永银贷,河北省保定市,2014-03-06,平台失联
2016-10-31,金钱贷,江苏省徐州市,2016-04-01,暂停运营
2016-10-31,草根新贷,浙江省宁波市,2011-08-30,提现困难
2016-10-27,安付贷,浙江省温州市,2014-07-31,平台失联
2016-10-27,承跃财富,山东省滨州市,2015-10-09,平台失联
2016-10-27,资生管家,云南省昆明市,2015-04-22,平台失联
2016-10-27,大慈贷,安徽省滁州市,2014-11-24,平台失联
2016-10-27,天天信投,山东省滨州市,2014-12-17,平台失联
2016-10-27,投帮贷,山东省滨州市,2010-01-25,平台失联
2016-10-27,一对一贷,重庆市,2015-01-29,平台失联
2016-10-27,亿快创投,山东省聊城市,2015-04-21,平台失联
2016-10-27,任人投,广东省深圳市,2015-04-05,暂停运营
2016-10-27,金润信贷,山东省滨州市,2015-04-17,平台失联
2016-10-27,车金所,安徽省蚌埠市,2015-05-05,平台失联
2016-10-27,九能金融,浙江省杭州市,2013-06-25,暂停运营
2016-10-27,领贷网,北京市,2015-03-18,平台失联
2016-10-27,桔子易贷,河北省衡水市,2014-11-25,平台失联
2016-10-27,家人贷,浙江省宁波市,2015-05-11,平台失联
2016-10-27,鑫富宝,福建省福州市,2015-04-08,平台失联
2016-10-27,惠信钱包,广东省深圳市,2015-09-11,平台失联
2016-10-27,金顺贷,四川省成都市,2014-09-19,平台失联
2016-10-27,浩峰财富,山东省青岛市,2016-03-09,平台失联
2016-10-27,润顺财富,安徽省合肥市,2016-04-08,平台失联
2016-10-27,德信投资,山东省潍坊市,2015-05-07,平台失联
2016-10-27,微益贷,广东省东莞市,2008-05-09,平台失联
2016-10-27,迅银网,上海市,2015-03-04,平台失联
2016-10-27,融之源在线,湖南省长沙市,2015-03-05,平台失联
2016-10-27,悟净理财,北京市,2016-03-01,平台失联
2016-10-27,恒信汇通,浙江省宁波市,2015-11-16,平台失联
2016-10-27,和乐财富,山东省潍坊市,2014-12-23,平台失联
2016-10-27,景金贷,陕西省延安市　,2015-07-09,平台失联
2016-10-27,我就爱车,浙江省杭州市,2015-06-01,平台失联
2016-10-27,众财金桥,湖南省株洲市,2015-07-03,平台失联
2016-10-27,沃融投资,山东省济南市,2015-05-28,平台失联
2016-10-26,灿星财富,广东省广州市,2015-09-23,平台失联
2016-10-26,无限财富,上海市,2014-12-08,平台失联
2016-10-26,聚财宝,广东省深圳市,2014-02-24,平台失联
2016-10-26,融冠汽车/富乐网,山东省潍坊市,--,平台失联
2016-10-26,领东财富,河北省石家庄市,2016-03-03,平台失联
2016-10-26,石门财富,河北省石家庄市,2005-09-01,平台失联
2016-10-26,储亿宝财富,江苏省常州市,2015-10-12,平台失联
2016-10-25,甬金创投,浙江省宁波市,2014-11-06,平台失联
2016-10-25,行银创投,江西省南昌市,2015-09-21,平台失联
2016-10-25,紫金创投,山东省泰安市,2014-12-13,平台失联
2016-10-25,融泰创投,湖北省武汉市,2015-12-03,平台失联
2016-10-24,龙江易贷,黑龙江省齐齐哈尔市,2015-01-01,平台失联
2016-10-24,亚联超银,北京市,2015-05-20,暂停运营
2016-10-24,阜阳融资网,安徽省阜阳市,2015-03-20,平台失联
2016-10-21,皖北金融,安徽省淮北市,2015-03-13,平台失联
2016-10-21,融途天下,江苏省南京市,2015-03-25,平台失联
2016-10-21,迅航投资,浙江省温州市,2014-10-20,平台失联
2016-10-21,汇金在线,山东省济南市,--,平台失联
2016-10-20,百发信业,河北省保定市,2015-02-17,平台失联
2016-10-20,聚火投资,北京市,2014-10-10,暂停运营
2016-10-20,投车惠,广东省深圳市,--,平台失联
2016-10-20,51投融贷,北京市,2015-01-01,平台失联
2016-10-20,众融在线(贵),贵州省贵阳市,2014-11-26,平台失联
2016-10-20,汉贷网,北京市,--,平台失联
2016-10-20,商荣网,北京市,--,平台失联
2016-10-20,车友信,广西南宁市,--,平台失联
2016-10-20,真格金服/真格投资,上海市,--,平台失联
2016-10-18,789金融,重庆市,2015-01-08,平台失联
2016-10-18,飞融网,湖北省武汉市,2014-09-10,平台失联
2016-10-18,晨诺财富,广东省深圳市,--,平台失联
2016-10-18,中鼎在线,福建省泉州市,2014-04-24,提现困难
2016-10-18,家金所,上海市黄浦区,2015-10-08,暂停运营
2016-10-18,协众财富,江苏省常州市,--,平台失联
2016-10-18,润石创投,北京市,2014-12-01,平台失联
2016-10-18,好享贷,江苏省盐城市,2014-08-16,平台失联
2016-10-18,深圳创业宝,广东省深圳市,2015-05-11,平台失联
2016-10-18,易钱票贷,上海市,2014-10-27,平台失联
2016-10-18,丰睿贷,湖北省武汉市,2014-09-01,平台失联
2016-10-18,蓝融汇,北京市东城区,2014-06-23,平台失联
2016-10-18,舀米,北京市,2014-07-18,平台失联
2016-10-18,度金网,北京市,2014-12-10,平台失联
2016-10-18,宜宾博源投资,四川省其他,2013-09-09,平台失联
2016-10-18,鼎源资产,浙江省杭州市,2014-11-30,平台失联
2016-10-17,钱在线,陕西省西安市,2015-01-10,暂停运营
2016-10-14,创投社,上海市,--,平台失联
2016-10-14,通金贷,北京市,2015-06-24,暂停运营
2016-10-14,熊猫钱庄,四川省成都市,2014-11-17,平台失联
2016-10-14,惠投资,北京市,2014-06-18,平台失联
2016-10-13,乾口贷,辽宁省沈阳市,--,平台失联
2016-10-13,力为投资,云南省昆明市,--,平台失联
2016-10-13,欣融投资,北京市,--,平台失联
2016-10-11,品财网,浙江省杭州市,2014-10-01,平台失联
2016-10-11,易诚贷,山东省滨州市,2014-11-26,平台失联
2016-10-11,融通贷,宁夏银川市,2014-12-25,平台失联
2016-10-11,官银资本,广东省深圳市,2014-11-01,平台失联
2016-10-11,鑫宏资本,安徽省六安市,2014-12-17,平台失联
2016-10-11,巨鑫贷,江苏省常州市,2014-09-22,暂停运营
2016-10-11,深速贷,广东省深圳市,2014-12-01,平台失联
2016-10-11,财菁汇,北京市,2014-11-03,平台失联
2016-10-11,轻创贷,广东省广州市,2014-05-04,暂停运营
2016-10-11,钱易网,北京市东城区,2014-12-22,平台失联
2016-10-10,众投天下,北京市,--,平台失联
2016-10-10,顺利贷,安徽省芜湖市,--,平台失联
2016-10-10,乐驰金服,上海市,2014-06-19,平台失联
2016-10-08,中能宜贷,浙江省湖州市,--,平台失联
2016-10-08,禹上资本,湖南省湘潭市,--,平台失联
2016-10-08,罗斯金融,北京市丰台区,2016-04-12,暂停运营
2016-09-30,爱银承,天津市和平区,2015-01-27,暂停运营
2016-09-29,钱趣网,陕西省西安市,2015-06-01,暂停运营
2016-09-27,大博鑫财富,湖北省武汉市,2014-11-22,平台失联
2016-09-27,聚恒贷,广西桂林市,2015-02-08,平台失联
2016-09-27,岭南贷,广东省深圳市,2015-02-05,跑路平台
2016-09-27,惠德信投,山东省滨州市,2015-04-13,平台失联
2016-09-27,永生投资,辽宁省大连市,2015-12-28,平台失联
2016-09-27,农金所,安徽省合肥市,2015-07-06,平台失联
2016-09-27,黎明创投,山东省淄博市,2015-07-15,平台失联
2016-09-27,联汇金融,山东省济宁市,2015-01-28,平台失联
2016-09-27,理理财,广东省深圳市,2014-10-25,平台失联
2016-09-27,蓝海创投,山东省济宁市,2015-06-18,平台失联
2016-09-27,乐园财富,山东省聊城市,2015-03-25,平台失联
2016-09-27,亿昌贷,广东省深圳市,2015-07-11,平台失联
2016-09-26,点金融,江西省南昌市,2015-01-19,暂停运营
2016-09-26,懒财主,四川省成都市,2015-07-15,平台失联
2016-09-26,帮帮金融,湖北省武汉市,2016-01-16,平台失联
2016-09-24,七安贷,广东省深圳市,2015-12-31,暂停运营
2016-09-22,财富宝,上海市,2014-02-28,平台失联
2016-09-22,大众创投,山东省滨州市,2015-04-13,平台失联
2016-09-22,吉成贷,陕西省西安市,2015-02-09,平台失联
2016-09-22,融诚网,四川省成都市,2015-04-09,平台失联
2016-09-22,薛国创投,山东省枣庄市,2015-03-08,平台失联
2016-09-22,伯利红,广东省珠海市,2015-02-10,平台失联
2016-09-22,鑫易贷,山东省滨州市,2015-04-13,平台失联
2016-09-21,安顺财富,山东省东营市,2015-03-20,跑路平台
2016-09-21,金融易倍,上海市,2016-07-11,平台失联
2016-09-21,鱼金融,新疆乌鲁木齐市,2015-04-13,平台失联
2016-09-21,隆万创投,上海市,2015-04-09,平台失联
2016-09-21,汇旭财富,山东省潍坊市,2015-04-10,平台失联
2016-09-20,国诚金融,上海市,2013-09-26,提现困难
2016-09-19,天安房客,广东省深圳市,--,平台失联
2016-09-19,盛达财富,浙江省台州市,--,平台失联
2016-09-19,eemoney,河南省郑州市,2015-12-29,平台失联
2016-09-19,悦车贷,湖南省长沙市,2015-10-20,平台失联
2016-09-19,普惠金钥匙,河北省石家庄市,2015-04-18,平台失联
2016-09-19,状元贷,山东省滨州市,2015-03-18,平台失联
2016-09-14,多多贷,广东省广州市,2014-04-28,提现困难
2016-09-13,汇支宝,浙江省衢州市,2016-01-18,平台失联
2016-09-13,典昱金融,上海市,--,平台失联
2016-09-12,广州贷,广东省广州市,2015-03-31,暂停运营
2016-09-12,幸福树,广东省深圳市,--,平台失联
2016-09-12,金元宝金融,江西省九江市,--,平台失联
2016-09-12,状元理财,北京市,--,平台失联
2016-09-12,领投客,天津市,2012-01-06,提现困难
2016-09-12,国阳金服,上海市,2015-08-26,平台失联
2016-09-08,携银网,浙江省杭州市,2015-03-26,暂停运营
2016-09-08,有道理财,广东省深圳市,2015-10-08,暂停运营
2016-09-08,月光宝盒,北京市,2015-04-26,平台失联
2016-09-08,润e贷,上海市,--,平台失联
2016-09-04,黄金街,广东省深圳市,2014-12-05,平台失联
2016-09-04,华人投,广东省深圳市,2014-09-01,平台失联
2016-09-04,金玉盈,北京市,2014-11-20,平台失联
2016-09-04,国盛财富,广东省深圳市,2015-01-01,平台失联
2016-09-04,哈富在线,广东省深圳市,2015-03-10,平台失联
2016-09-04,日夜贷,广东省深圳市,2014-06-21,平台失联
2016-09-04,金戈戈,广东省深圳市,2014-11-19,平台失联
2016-09-04,益民宝,广东省深圳市,2014-03-10,平台失联
2016-09-04,翡翠贷,广东省深圳市,2015-03-27,平台失联
2016-09-04,多多宝,广东省深圳市,2015-05-19,平台失联
2016-09-04,价值贷,江苏省苏州市,--,暂停运营
2016-09-04,玖帮财富,上海市,--,平台失联
2016-09-04,智融投资,上海市黄浦区,--,
2016-09-04,珠宝网贷,广东省深圳市,2015-03-18,平台失联
2016-08-31,帮侬贷,上海市,2014-07-18,平台失联
2016-08-31,金屋魔方,北京市,2015-08-13,提现困难
2016-08-31,一车易融,上海市,2016-01-12,平台失联
2016-08-31,柚美理财,上海市,2015-11-03,平台失联
2016-08-31,智投富登,河北省石家庄市,2011-07-07,提现困难
2016-08-31,融投行,上海市,2015-08-01,平台失联
2016-08-31,多贷贷,上海市,2013-04-26,平台失联
2016-08-30,三弟财富,安徽省合肥市,2016-07-15,平台失联
2016-08-30,聚车贷,浙江省宁波市,--,暂停运营
2016-08-30,浙江金钥匙,浙江省衢州市,2016-03-28,提现困难
2016-08-30,宝宝金服,陕西省西安市,2016-05-30,平台失联
2016-08-30,万同普惠,广东省佛山市,2015-01-19,平台失联
2016-08-30,芝麻e贷网,湖北省武汉市,2014-03-09,平台失联
2016-08-30,凯华贷,宁夏其他,2014-11-11,平台失联
2016-08-29,贷动中国,上海市,2014-11-12,平台失联
2016-08-28,仁义贷,北京市东城区,2016-06-16,暂停运营
2016-08-26,众贷,海南省海口市　,2014-10-01,平台失联
2016-08-26,投融贷,上海市,2014-05-28,提现困难
2016-08-26,京金联,湖北省武汉市,2014-07-12,提现困难
2016-08-26,贷得多,广东省深圳市,2014-12-18,平台失联
2016-08-26,启道金融,北京市东城区,2014-09-29,提现困难
2016-08-26,慧源融投,河南省三门峡市,2014-12-01,平台失联
2016-08-26,兴泰创富,山东省泰安市,2015-04-13,平台失联
2016-08-26,伊人财,湖北省武汉市,2015-05-20,平台失联
2016-08-26,直利贷,河北省保定市,2013-05-24,平台失联
2016-08-26,团团贷,云南省昆明市,2016-05-20,平台失联
2016-08-26,浙众车,浙江省湖州市,2016-05-18,平台失联
2016-08-26,世界云联,陕西省西安市,--,平台失联
2016-08-26,乐信家,贵州省贵阳市,2015-02-17,平台失联
2016-08-26,天下投,北京市,2015-06-12,平台失联
2016-08-24,858金融,广东省深圳市,2013-12-11,提现困难
2016-08-24,富国创投,山东省淄博市,2015-11-28,平台失联
