问题发生时间,平台名称,所在地区,上线时间,出问题原因
2016-08-23,百姓宝,上海市,2014-12-18,平台失联
2016-08-23,国信君安,广东省深圳市,--,平台失联
2016-08-23,卡尔时代,安徽省合肥市,--,平台失联
2016-08-23,国融宝,北京市,2015-12-09,提现困难
2016-08-23,MoneyHome,上海市,2015-12-18,暂停运营
2016-08-23,稳金宝,上海市,--,平台失联
2016-08-23,鉴丰金融,上海市,2014-07-23,平台失联
2016-08-23,恒丰钱包,河南省郑州市,2014-08-08,平台失联
2016-08-20,乾丰金融,浙江省丽水市,2016-02-16,暂停运营
2016-08-20,汉泰华泽,湖北省武汉市,2014-10-18,平台失联
2016-08-20,中腾投资,江苏省扬州市,--,平台失联
2016-08-20,德福财富,广东省深圳市,2016-03-10,平台失联
2016-08-20,金金贷,广东省深圳市,2015-10-12,平台失联
2016-08-19,聚合信贷,河北省石家庄市,2015-04-27,平台失联
2016-08-18,人企贷,上海市,2014-10-20,提现困难
2016-08-18,圣奇投资,北京市,--,平台失联
2016-08-18,财富女王邦,上海市,--,平台失联
2016-08-17,恒鼎贷,山东省淄博市,2015-06-05,平台失联
2016-08-17,中泰盈,广东省深圳市,2014-12-25,平台失联
2016-08-17,众创资本,广东省佛山市,2015-02-15,平台失联
2016-08-17,鑫淼源投资,广东省深圳市,2014-02-01,平台失联
2016-08-17,鑫隆财富,天津市,2015-07-03,平台失联
2016-08-17,鑫汇投资,山东省滨州市,2015-05-11,平台失联
2016-08-17,鑫和汇,四川省成都市,2015-03-23,平台失联
2016-08-17,鑫富联博,山东省烟台市,2014-07-22,平台失联
2016-08-17,宏阳财富,山东省莱芜市,2014-11-25,平台失联
2016-08-17,红杉财富,山东省滨州市,2015-02-04,平台失联
2016-08-17,财团网,浙江省杭州市,2012-09-06,平台失联
2016-08-17,恒博贷,山东省济南市,2014-12-12,平台失联
2016-08-17,浩银财富,山东省泰安市,2014-12-12,平台失联
2016-08-17,昊澜财富,山东省潍坊市,2015-03-30,平台失联
2016-08-17,燈融创投,浙江省杭州市,2014-01-20,平台失联
2016-08-17,生活贷,广东省深圳市,2014-03-05,平台失联
2016-08-17,苏聚创投,江苏省镇江市,2014-01-22,平台失联
2016-08-17,洽钱网,黑龙江哈尔滨市,2010-04-23,平台失联
2016-08-17,速贷融创,河南省平顶山市,2014-01-07,平台失联
2016-08-17,鑫生贷,四川省乐山市,2014-12-23,平台失联
2016-08-17,鑫润投资,山东省烟台市,2014-11-25,平台失联
2016-08-17,宜开贷,安徽省安庆市,2014-12-21,平台失联
2016-08-17,一路发创投,安徽省滁州市,2014-07-25,平台失联
2016-08-17,你投我融,广东省东莞市,2015-12-15,提现困难
2016-08-17,爱钱进投资,北京市东城区,--,平台失联
2016-08-17,财益宝,广东省深圳市,--,平台失联
2016-08-17,尚融金融,北京市,--,平台失联
2016-08-17,丰登宝,江苏省苏州市,2016-05-23,平台失联
2016-08-17,元祥金服,上海市,--,提现困难
2016-08-17,富本贷,广西南宁市,2011-08-11,平台失联
2016-08-17,好彩金融,浙江省杭州市,2013-10-30,平台失联
2016-08-17,金淘在线,湖南省长沙市,2016-03-01,平台失联
2016-08-17,八点金融,北京市,2016-01-18,平台失联
2016-08-17,天立鸿,山东省济南市,2014-12-03,平台失联
2016-08-17,取资有道,上海市,2016-02-18,平台失联
2016-08-17,新凯无忧,广东省深圳市,2015-08-09,平台失联
2016-08-17,互金所,北京市,2014-09-09,平台失联
2016-08-17,鑫业创投,山东省滨州市,2015-03-26,平台失联
2016-08-17,国汇金融,浙江省宁波市,2014-09-01,平台失联
2016-08-17,鑫泽恒投资,江苏省苏州市,2014-06-19,提现困难
2016-08-17,汉贷邦,江西省鹰潭市,2012-10-19,平台失联
2016-08-17,悍盈贷,安徽省宣城市,2015-06-16,平台失联
2016-08-17,好安贷,广东省深圳市,2013-07-18,平台失联
2016-08-17,海西贷,福建省福州市,2014-03-18,平台失联
2016-08-17,中锂贷,广东省深圳市,2013-09-17,平台失联
2016-08-17,中韩易贷,江苏省苏州市,2015-03-16,平台失联
2016-08-17,中都投资,山东省济宁市,2011-01-28,平台失联
2016-08-17,鑫意贷,浙江省嘉兴市,2014-02-25,平台失联
2016-08-16,臻鑫配资系统,山东省济宁市,2014-02-12,平台失联
2016-08-16,汇赢创投,浙江省宁波市,2014-07-28,平台失联
2016-08-16,昊都钱柜,宁夏吴忠市,2015-07-30,平台失联
2016-08-16,聚龙贷,山东省滨州市,2015-02-02,平台失联
2016-08-16,聚人贷,湖北省武汉市,2014-03-06,平台失联
2016-08-16,聚有利,北京市,2015-11-16,平台失联
2016-08-16,可易贷,天津市,2015-01-10,平台失联
2016-08-16,亿方金融,山东省青岛市,2015-09-18,平台失联
2016-08-16,芝麻花投资,山东省潍坊市,2015-01-27,平台失联
2016-08-16,政信金融,江苏省淮安市,2014-07-17,平台失联
2016-08-16,正诺悦金融,广东省深圳市,2014-06-11,平台失联
2016-08-16,华涌贷,浙江省宁波市,2014-03-25,平台失联
2016-08-16,浙平在线,浙江省温州市,2015-04-17,平台失联
2016-08-16,e融易贷,云南省昆明市,2013-03-15,平台失联
2016-08-16,农商信贷,江苏省其他,2016-02-18,平台失联
2016-08-16,农村宝,广东省深圳市,2015-06-24,平台失联
2016-08-16,升金贷,安徽省池州市,2015-05-22,平台失联
2016-08-16,证金宝,山东省威海市,--,平台失联
2016-08-16,万达金融,浙江省衢州市,2015-10-08,平台失联
2016-08-16,万京贷,浙江省台州市,2015-08-10,平台失联
2016-08-16,脱贫宝,广东省深圳市,--,平台失联
2016-08-16,源本财富,浙江省杭州市,2013-08-26,平台失联
2016-08-16,A加理财,安徽省合肥市,2015-11-18,平台失联
2016-08-16,魔环金融,上海市,2015-06-23,平台失联
2016-08-16,顺天财富,河南省郑州市,2015-08-26,平台失联
2016-08-16,姑苏金融,上海市,2015-11-01,平台失联
2016-08-16,云端财富,河北省石家庄市,2014-06-16,平台失联
2016-08-16,云山信投,山东省滨州市,2012-04-19,平台失联
2016-08-12,云浩金融,广东省深圳市,2015-04-11,平台失联
2016-08-12,明熙财富,山东省淄博市,2015-06-08,平台失联
2016-08-12,当贷网,四川省南充市,2014-09-01,平台失联
2016-08-12,鼎天贷,安徽省六安市,2015-06-06,平台失联
2016-08-12,聚贾贷,上海市,2015-05-18,平台失联
2016-08-12,百利贷,广东省深圳市,2015-01-19,平台失联
2016-08-12,投金所,河南省郑州市,2015-03-01,平台失联
2016-08-12,清华财富,山东省济宁市,2015-06-12,平台失联
2016-08-12,富源创投,山东省德州市,2015-01-04,平台失联
2016-08-12,饷当当,广东省深圳市,2015-04-02,平台失联
2016-08-12,同城投,广东省深圳市,2015-05-25,平台失联
2016-08-12,平潭时代/时代投资,福建省泉州市,--,平台失联
2016-08-12,东领在线,山东省济南市,2015-03-13,暂停运营
2016-08-12,蓝洋E贷,重庆市,2015-05-20,暂停运营
2016-08-12,富银信,江苏省南京市,2015-07-01,平台失联
2016-08-12,善鼎贷,浙江省宁波市,2015-06-17,平台失联
2016-08-12,微领贷,安徽省合肥市,2015-02-01,平台失联
2016-08-12,汇康财富,浙江省宁波市,2015-06-10,平台失联
2016-08-12,米粒金融,上海市,2015-06-17,平台失联
2016-08-12,雷萨财富,山东省潍坊市,2015-06-09,平台失联
2016-08-12,等我贷,四川省成都市,2015-06-13,平台失联
2016-08-11,融900,北京市,2014-11-18,平台失联
2016-08-11,金宝盒,北京市,2014-12-03,平台失联
2016-08-11,车商贷,安徽省安庆市,2015-01-22,平台失联
2016-08-11,典金财富,福建省福州市,2015-01-26,平台失联
2016-08-11,方凯财富,上海市,2015-01-23,平台失联
2016-08-11,易房创投,河南省郑州市,2014-12-24,平台失联
2016-08-11,369财富,广东省东莞市,2015-01-22,平台失联
2016-08-11,江西微贷,江西省赣州市,2014-11-21,平台失联
2016-08-11,聚汇金融,山东省临沂市,2014-12-22,平台失联
2016-08-11,金华贷,浙江省金华市,2015-01-08,平台失联
2016-08-11,富E贷,广东省深圳市,2012-11-26,平台失联
2016-08-11,睿银财富,山东省青岛市,2013-11-07,平台失联
2016-08-11,财神贷,北京市,2014-10-22,平台失联
2016-08-11,百投邦,浙江省杭州市,2015-02-05,平台失联
2016-08-11,中和金融,安徽省合肥市,2015-01-31,平台失联
2016-08-11,兴教贷,北京市,2015-02-11,平台失联
2016-08-11,奕鑫信投,广东省东莞市,2015-06-16,平台失联
2016-08-11,聚德贷,山东省淄博市,2015-05-12,平台失联
2016-08-11,聚金金融,浙江省温州市,2014-09-27,平台失联
2016-08-11,小样金融,山东省济南市,2015-06-16,平台失联
2016-08-11,融昌理财,北京市,--,平台失联
2016-08-11,融信宝,北京市,--,平台失联
2016-08-11,钜丰信投,山东省滨州市,2015-01-12,平台失联
2016-08-11,巨希财富,山东省青岛市,2014-12-25,平台失联
2016-08-11,银桥贷,贵州省贵阳市,2015-01-14,平台失联
2016-08-11,钜仁财富,山东省济南市,2015-05-25,平台失联
2016-08-11,易圆财富,四川省成都市,2014-09-01,平台失联
2016-08-11,躺赢财富,上海市,2015-08-10,平台失联
2016-08-11,阳光金融,辽宁省沈阳市,2014-12-12,平台失联
2016-08-11,汇银宝,浙江省宁波市,2015-03-10,平台失联
2016-08-11,黔融网,贵州省贵阳市,2015-02-05,平台失联
2016-08-11,希望财富,四川省成都市,2014-12-08,平台失联
2016-08-11,易丰信投,山东省滨州市,2015-05-05,平台失联
2016-08-11,U车贷,广东省深圳市,2015-09-21,平台失联
2016-08-11,易安贷,福建省福州市,2014-03-18,平台失联
2016-08-10,合银创投,湖南省长沙市,2015-07-13,平台失联
2016-08-10,平易贷,广西南宁市,2012-12-18,平台失联
2016-08-10,嘉淋财富,广东省深圳市,2014-12-12,平台失联
2016-08-10,轩驰贷,山东省临沂市,2015-08-03,平台失联
2016-08-10,航银金融,河南省郑州市,2015-08-01,平台失联
2016-08-10,点贷网,浙江省金华市,2015-05-14,平台失联
2016-08-10,景行财富,宁夏银川市,2015-06-18,平台失联
2016-08-10,一点投,广东省深圳市,2015-06-26,平台失联
2016-08-10,万金先生,北京市,2015-07-30,平台失联
2016-08-10,稳利金融,湖北省武汉市,2015-05-20,平台失联
2016-08-10,宏浙投资,四川省成都市,2015-07-24,平台失联
2016-08-10,鲁家所,山东省济南市,2015-05-15,平台失联
2016-08-10,隆投贷,山东省济宁市,2015-04-14,平台失联
2016-08-10,17理财网,北京市,2015-07-17,平台失联
2016-08-10,浚豪理财,广东省广州市,2015-03-06,平台失联
2016-08-10,领峰金融,山东省菏泽市,2015-02-13,平台失联
2016-08-10,子祥财富,山西省太原市,2015-07-15,平台失联
2016-08-10,浦捷贷,福建省厦门市,2015-06-01,平台失联
2016-08-10,安盈创富,广东省东莞市,2015-04-07,平台失联
2016-08-10,财鸟财富,云南省昆明市,2015-07-27,平台失联
2016-08-10,普金金融,浙江省宁波市,2015-06-15,平台失联
2016-08-10,乔泰投资,浙江省宁波市,2015-07-03,平台失联
2016-08-10,光谷网贷,湖北省武汉市,2015-07-01,平台失联
2016-08-10,亿汇易贷,山东省潍坊市,2015-05-25,平台失联
2016-08-10,亿梆创投,山东省烟台市,2014-12-13,平台失联
2016-08-10,汇源财富,广西南宁市,2014-12-12,平台失联
2016-08-10,汇鑫益,山东省青岛市,2015-03-25,平台失联
2016-08-10,华友创投,安徽省合肥市,2014-11-19,平台失联
2016-08-10,利金行,上海市,2015-09-25,平台失联
2016-08-10,显峰财富,山东省青岛市,2015-04-22,平台失联
2016-08-10,伍号掌柜,上海市黄浦区,2014-11-28,平台失联
2016-08-10,沃土财富,广东省深圳市,2013-05-10,平台失联
2016-08-10,点金财务,陕西省西安市,2015-04-30,平台失联
2016-08-10,水浒汇,广东省深圳市,2015-06-28,平台失联
2016-08-10,我投你贷,福建省莆田市,2014-01-01,平台失联
2016-08-10,双赢贷,山东省济宁市,2015-03-06,平台失联
2016-08-10,润成投资,山东省青岛市,2015-08-21,平台失联
2016-08-10,钱匣子,北京市,2015-08-16,平台失联
2016-08-10,钱立方,广东省深圳市,2014-04-09,平台失联
2016-08-10,数米金融,辽宁省沈阳市,2014-12-08,平台失联
2016-08-10,国瑞金融,贵州省贵阳市,2015-07-11,平台失联
2016-08-10,航锐财富,山东省东营市,2015-07-13,平台失联
2016-08-10,商帮金融,宁夏银川市,2015-01-26,平台失联
2016-08-10,商会易贷,广东省广州市,2014-09-10,平台失联
2016-08-10,尚通财富,山东省潍坊市,2014-10-16,平台失联
2016-08-10,盛市投资,广东省深圳市,2015-05-06,平台失联
2016-08-05,飞鱼贷,湖北省武汉市,2014-09-16,平台失联
2016-08-05,投融范,上海市,2014-12-28,提现困难
2016-08-05,泷盛易贷,山东省聊城市,2015-06-18,平台失联
2016-08-05,中赢创投,山东省淄博市,2014-12-03,提现困难
2016-08-05,梧桐E贷,湖北省随州市,2015-11-11,暂停运营
2016-08-05,永信网贷,山东省济南市,2015-11-30,平台失联
2016-08-05,一帆理财,上海市,2016-03-07,提现困难
2016-08-05,鲸孚融金控,湖北省武汉市,2015-11-18,提现困难
2016-08-05,万信贷,江西省南昌市,2014-04-22,暂停运营
2016-08-05,贷投者,上海市,2015-06-05,提现困难
2016-08-05,融信壹百,河南省郑州市,2016-05-29,平台失联
2016-08-05,云麦在线,浙江省宁波市,--,平台失联
2016-08-05,瓢虫金融,广东省深圳市,--,平台失联
2016-08-05,智律金融,福建省福州市,--,提现困难
2016-08-05,特康财富,福建省其他,--,平台失联
2016-08-05,合胜贷,上海市,--,平台失联
2016-08-05,豪田财富,山东省潍坊市,--,平台失联
2016-08-05,汇乐贷,广东省深圳市,2016-03-10,平台失联
2016-08-05,铭联贷,贵州省贵阳市,--,平台失联
2016-08-05,滴滴有金,江苏省苏州市,--,平台失联
2016-08-05,山东百家财富,山东省潍坊市,--,平台失联
2016-08-05,巨鑫财富,山东省滨州市,--,平台失联
2016-08-04,宜投宜盈,北京市东城区,2015-07-28,提现困难
2016-08-03,恒源投资,河南省郑州市,2015-07-24,平台失联
2016-08-03,优财网,安徽省合肥市,2016-03-22,平台失联
2016-08-03,悦阔财富,浙江省杭州市,2013-09-18,提现困难
2016-08-03,U贷网,广东省佛山市,2014-03-28,平台失联
2016-08-02,孔方兄,广东省深圳市,2013-10-24,平台失联
2016-08-01,文海投资,黑龙江哈尔滨市,2016-03-15,平台失联
2016-08-01,兄弟金融,安徽省合肥市,2015-10-27,平台失联
2016-08-01,商汇通,河南省商丘市,2015-05-19,提现困难
2016-08-01,指尖财富,江苏省南通市,2016-05-09,平台失联
2016-07-31,财先生理财,江苏省徐州市,2016-06-07,平台失联
2016-07-31,中泰泓瑞,北京市,2015-11-20,提现困难
2016-07-31,52金融,湖南省长沙市,2015-01-28,提现困难
2016-07-30,凡姚资本,上海市,2014-08-18,平台失联
2016-07-30,基因创投,广东省东莞市,2013-10-26,提现困难
2016-07-30,太阳城,北京市,2013-05-13,平台失联
2016-07-30,普临贷,北京市,2014-05-18,平台失联
2016-07-28,库德宝,北京市,2015-06-15,平台失联
2016-07-28,红枫创投,福建省南平市,2016-05-01,平台失联
2016-07-28,黑米财富,北京市东城区,2016-06-01,平台失联
2016-07-25,畅享贷,湖南省长沙市,2014-11-28,平台失联
2016-07-25,中亿资本,浙江省台州市,2013-10-17,平台失联
2016-07-25,百信金融,广东省深圳市,2013-12-06,警方介入
2016-07-25,甬隆贷,浙江省宁波市,2015-10-10,平台失联
2016-07-25,明银贷,广东省广州市,2014-12-01,平台失联
2016-07-25,神州贷,湖南省长沙市,2013-11-04,平台失联
2016-07-25,小麦金融,北京市,2016-04-20,平台失联
2016-07-25,万象理财,河北省沧州市,2014-05-18,平台失联
2016-07-25,聚邦金融,广东省深圳市,2015-02-10,暂停运营
2016-07-25,信仁财富,湖北省武汉市,2015-12-18,平台失联
2016-07-25,行行贷,北京市,2014-01-01,平台失联
2016-07-25,瑞盈贷,湖南省湘潭市,2015-12-08,平台失联
2016-07-20,美利金融,北京市东城区,2015-09-01,暂停运营
2016-07-18,资交所,上海市浦东新区,2015-07-03,平台失联
2016-07-18,秦沪贷,上海市,2014-08-01,提现困难
2016-07-18,启明投资,江苏省南通市,2015-07-27,平台失联
2016-07-18,宁金所,广东省深圳市,2013-07-04,提现困难
2016-07-16,齐东方投资,山东省淄博市,2016-03-22,平台失联
2016-07-16,和贵网,北京市,2014-11-17,平台失联
2016-07-16,商汇财富,重庆市,2015-03-27,平台失联
2016-07-16,润通贷,江西省赣州市,2014-05-25,平台失联
2016-07-16,为顾贷,上海市,2015-11-20,提现困难
2016-07-16,深圳天天金融,广东省深圳市,2016-01-16,平台失联
2016-07-16,喆晨贷,上海市,2016-05-11,平台失联
2016-07-15,融信壹佰,河南省郑州市,2016-05-06,平台失联
